softmax,label
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.9999998807907104,1
1.0,1
1.0,1
0.9967569708824158,1
0.3361528813838959,1
0.9590754508972168,1
0.9993335604667664,1
0.999987006187439,1
0.9999985694885254,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.9999791383743286,1
0.9967837333679199,1
0.9987469911575317,1
0.9991492033004761,1
0.9992904663085938,1
0.7861909866333008,1
0.0004323787579778582,1
1.586981390744313e-08,1
7.306266052234389e-13,1
1.6657283733768902e-13,1
6.560255946331042e-14,0
3.281341940785526e-13,0
1.751352209956869e-12,0
1.2578933120815927e-12,0
5.646655885926943e-12,0
2.0105958564720083e-11,0
1.2196573528910903e-08,0
7.730641904402091e-09,0
3.583957353114897e-09,1
8.238906593760476e-05,1
0.0072782100178301334,1
0.6898639798164368,1
0.9634428024291992,1
0.9999854564666748,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.9999998807907104,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
4.427217259461713e-09,1
2.9535502515942724e-11,0
1.7921570477641424e-11,0
9.961332973762449e-13,0
8.57885268899794e-14,0
3.5323232240678376e-14,0
1.2212930319832616e-13,0
1.6077373807266149e-13,0
7.335439547451195e-12,0
8.300579834748505e-15,0
2.132614180735959e-12,0
1.0031503405727449e-11,0
4.114363710838731e-11,0
1.4811701865014015e-10,0
1.3220465916674584e-05,0
1.0331587873224635e-05,0
4.616533544332668e-11,0
2.2090343443359473e-10,1
2.4255766106762167e-07,1
3.0598857847508043e-07,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.9999996423721313,1
1.0,0
1.0,0
0.9999997615814209,0
1.0,0
0.9999637603759766,0
6.13985362551972e-10,0
4.1243734122398124e-11,0
4.8872435639462156e-14,0
5.144561443515272e-10,0
1.557337964186445e-05,0
4.583862846629927e-06,0
2.7387002887735434e-07,0
0.9994057416915894,0
0.9990123510360718,0
0.999401330947876,0
0.9836762547492981,0
0.9995841383934021,0
0.9999980926513672,0
0.9873431921005249,0
0.36145415902137756,0
0.05715401470661163,0
1.043570008185668e-09,0
1.4864576236561788e-09,0
1.867968280055976e-11,0
2.3990026545156473e-12,0
5.829843443931615e-13,0
3.583477915444777e-13,0
1.6096957751107754e-12,0
5.784474461922873e-13,0
4.390219524724737e-12,0
1.16489613094517e-11,0
2.3991535754580573e-12,0
1.183127727732991e-11,0
1.8561369889008583e-12,0
1.1916415076917986e-10,0
1.0492451525678792e-11,0
7.55768494661857e-13,0
1.7953491124322873e-11,0
6.853970724307601e-10,0
9.524331323618185e-10,0
1.414940609123505e-08,0
1.1716316805632232e-08,0
8.494807524073167e-09,0
1.9315208987791266e-08,1
1.6670808236085577e-06,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.9999933242797852,1
1.566399809860286e-08,1
5.5420914385484465e-11,1
1.3670634719728514e-13,0
2.4328325812228435e-13,0
4.1936096386923846e-14,0
1.3136239318534138e-10,0
2.1261163496433255e-08,0
1.653102377208171e-10,0
6.998764848914485e-12,0
5.450521284311449e-11,0
2.7468801538921284e-11,0
2.533019096122996e-13,0
7.265226560550925e-14,0
3.799900254479113e-14,0
5.641938027878268e-09,0
2.624705359721702e-07,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.9999934434890747,1
0.9999998807907104,1
1.0,0
0.9999997615814209,0
1.0,0
0.9999961853027344,0
0.9999995231628418,0
0.4614604115486145,0
0.0006239854265004396,0
6.1527779399161986e-12,0
1.9904643905332975e-11,0
5.594528729169213e-10,0
8.688885028140803e-11,0
2.946623500754697e-11,0
1.3975067847740719e-12,0
4.2589448135711694e-13,0
8.303786803130764e-13,0
3.838858050886351e-11,0
1.337598254380623e-09,0
1.6736266816863576e-09,0
5.052632617852382e-11,1
2.9967295311905673e-10,1
0.9999998807907104,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
5.6721519842151125e-12,1
8.638641017799653e-13,1
4.395532115369916e-12,1
4.94085837781516e-13,1
1.8014142762656955e-14,0
2.1326538625354718e-13,0
1.8150834567992602e-13,0
1.8365139324658802e-13,0
8.30227813580775e-14,0
1.8585510531293238e-14,0
7.212577025428671e-15,0
3.598626930299831e-14,0
3.0231850009498906e-13,0
2.410613755051555e-14,0
2.4023552685191202e-15,0
1.0691430786481312e-13,0
5.4382909286943e-10,0
7.861827100441587e-08,0
3.3654648632364115e-06,0
0.9999948740005493,0
0.999461829662323,1
9.249995400750777e-07,1
3.232334191971553e-11,1
4.630791410054069e-12,1
1.1945383571188017e-10,1
1.1494689228230826e-10,1
2.2493559015401843e-08,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.9999428987503052,1
0.9999699592590332,1
1.0703908515097282e-07,1
2.0184113061483266e-11,1
3.468962313582513e-13,1
4.047974859499627e-14,1
6.115554162253525e-14,1
6.546943976531994e-14,1
3.132175711829076e-14,1
5.485029612581002e-15,1
6.506035080388337e-15,1
4.2682273968181524e-15,1
4.70704551724932e-12,1
2.1935737948286516e-11,1
2.2540616020829546e-13,1
3.3748556033108557e-11,1
0.0038703465834259987,1
0.00028701164410449564,1
1.7902285209814295e-09,1
1.5612931392183782e-08,1
1.0736475708483795e-08,1
2.875442939309636e-13,0
4.38741534422582e-12,0
2.981238172994338e-11,0
1.1993273561772266e-11,0
9.112197801863786e-11,0
9.333631645347396e-10,0
8.775815074635318e-10,0
6.397419816117633e-10,0
4.9940511795409925e-12,0
1.808246781476175e-11,0
1.3617236227503327e-09,0
2.805229104563267e-10,0
1.68185951276989e-10,0
1.6488921339430362e-10,0
1.5466548181075623e-11,0
1.1449591968970552e-10,0
6.197230228988104e-11,0
3.0063646017097767e-10,0
7.412662705874595e-10,0
1.1081064954510111e-09,0
1.5267076491909393e-10,0
6.511644088519342e-12,0
3.085560669816023e-12,0
2.4022075561375145e-12,0
3.7160942725766866e-12,0
1.2369121352162615e-11,0
1.8238268534309654e-11,1
1.10112008400165e-09,1
3.6195835217966987e-09,1
1.333888666188443e-09,1
7.396820045357799e-09,1
5.642489853130428e-08,1
1.5727223967587634e-08,1
9.535077616362742e-09,1
4.4567494139613473e-10,1
3.828259487193009e-09,1
4.3841391743626446e-05,1
0.993715226650238,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.00019580646767280996,1
1.2784493037543143e-06,0
1.252183756150771e-05,0
6.647506961598992e-05,0
0.9999997615814209,0
0.9884576201438904,0
0.0003095917054452002,0
2.002843224602202e-09,0
5.129445312945791e-09,0
1.1363437968370249e-10,0
4.33867733407034e-11,0
5.771316584357589e-13,0
1.3031306448415408e-13,0
2.8531371059140054e-13,0
1.1099880563303355e-11,0
1.3010966881665809e-07,0
0.032195862382650375,0
3.999574255431071e-05,0
1.389451398381425e-07,0
1.2125045145694457e-07,0
0.006277420558035374,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
0.9999998807907104,0
0.9999988079071045,0
0.9999912977218628,0
0.9545516967773438,0
0.0022178106009960175,0
2.41029766812062e-07,0
1.680274692716921e-07,0
4.7609667319648e-09,0
8.968592091207483e-09,0
3.429581507674584e-09,0
2.362922657539457e-08,0
2.163304024804802e-08,0
1.9179505206246006e-10,0
6.733661184199491e-09,0
7.369911259047512e-08,0
9.097367978938564e-07,0
1.7739674174066522e-09,0
2.628502138168898e-10,0
4.991103641494021e-10,0
1.042634450998392e-10,0
1.55239137517027e-11,0
1.1655656995124275e-10,0
1.971401042411003e-09,0
1.2818612837861565e-09,0
6.705870303491679e-10,0
2.0417714394205255e-11,0
3.244335355923056e-11,0
0.18276038765907288,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.9999605417251587,1
2.6788070499605965e-06,1
1.6009916237180732e-07,1
5.7079450499486484e-08,1
7.08122342985007e-08,1
9.460196451982483e-06,1
2.7854048928466213e-11,1
5.692837287728583e-14,1
2.5868179533107202e-14,1
5.686090162083934e-13,1
