softmax,label
1.8572341e-09,0.0
4.510364e-08,0.0
1.8044604e-07,0.0
0.00014381802,0.0
2.0770794e-07,0.0
3.5841782e-07,0.0
1.0036111e-08,0.0
6.2420344e-07,0.0
2.6050947e-13,0.0
4.5496729e-10,0.0
0.00043408334,0.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.9999999,1.0
1.0,1.0
0.9999999,1.0
1.0,1.0
0.9999999,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.9999728,1.0
0.99999976,1.0
0.0015848058,0.0
3.2226826e-06,0.0
6.2631904e-07,0.0
1.8710429e-10,0.0
5.5605045e-11,0.0
4.4311142e-07,0.0
0.00010342648,0.0
1.1475516e-07,0.0
5.5573956e-08,0.0
4.887778e-09,0.0
1.5386712e-16,0.0
3.340207e-13,0.0
6.318949e-20,0.0
1.4120366e-20,0.0
7.7083543e-23,0.0
3.2182613e-17,0.0
4.0246727e-17,0.0
1.2876821e-05,0.0
0.00019573161,0.0
1.5651453e-08,0.0
2.8751376e-12,0.0
1.7843071e-07,0.0
8.254142e-09,0.0
4.8730775e-10,0.0
9.163386e-11,0.0
3.601429e-10,0.0
1.6741765e-08,0.0
7.866506e-12,0.0
0.00012302624,0.0
9.3142806e-14,0.0
1.6242991e-16,0.0
2.1768969e-08,0.0
2.1551944e-12,0.0
1.1400658e-12,0.0
1.8504758e-14,0.0
3.4248692e-16,0.0
4.657472e-12,0.0
6.610931e-09,0.0
1.4210658e-09,0.0
3.936293e-11,0.0
6.7216587e-07,0.0
0.99999976,1.0
1.0,1.0
0.99998534,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.9999994,1.0
0.99985814,1.0
0.99999964,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.99999976,1.0
0.9999995,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.9999981,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
6.4193785e-07,0.0
8.971484e-07,0.0
1.0378201e-06,0.0
0.00033907362,0.0
4.672412e-06,0.0
3.98374e-07,0.0
6.787438e-05,0.0
1.3694871e-06,0.0
1.6272516e-08,0.0
8.5764464e-07,0.0
3.0762026e-06,0.0
2.2659117e-09,0.0
8.0575957e-10,0.0
1.0203173e-10,0.0
2.2504156e-12,0.0
4.2023443e-05,0.0
1.4103289e-05,0.0
4.2145087e-09,0.0
4.8001684e-06,0.0
0.00043102296,0.0
0.9999939,1.0
1.0,1.0
0.9999865,1.0
0.99999726,1.0
0.99828315,1.0
0.9999994,1.0
0.9999995,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.9999912,1.0
7.021066e-07,0.0
1.297121e-07,0.0
1.8055157e-09,0.0
4.3544766e-08,0.0
7.0768954e-07,0.0
2.9005054e-05,0.0
0.00023464223,0.0
1.3878988e-05,0.0
6.0632537e-06,0.0
1.6948838e-05,0.0
1.3732948e-08,0.0
9.747144e-10,0.0
2.7705158e-11,0.0
1.1446999e-09,0.0
1.2987599e-07,0.0
0.99991417,1.0
0.9999949,1.0
0.9996743,1.0
1.0,1.0
0.9999987,1.0
0.99981433,1.0
1.0,1.0
0.99998343,1.0
1.0,1.0
0.9991242,1.0
0.99998546,1.0
0.99999726,1.0
0.99999774,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.9999764,1.0
0.9999995,1.0
0.99984884,1.0
0.99991965,1.0
0.99997485,1.0
1.6895218e-06,0.0
0.03555245,0.0
0.0021998421,0.0
4.377955e-06,0.0
0.0014531126,0.0
0.21058565,0.0
0.86035186,0.0
0.031453576,0.0
0.00060588686,0.0
0.0064906767,0.0
3.3926997e-05,0.0
3.4044268e-07,0.0
3.3862486e-07,0.0
0.011042653,0.0
2.846839e-06,0.0
2.2873478e-06,0.0
1.2126692e-06,0.0
0.8319771,1.0
0.9992949,1.0
0.99992144,1.0
0.99999845,1.0
0.99998593,1.0
0.99856156,1.0
0.99957603,1.0
0.999992,1.0
0.9999993,1.0
0.99999976,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.99836737,1.0
0.0006996348,0.0
1.1707201e-06,0.0
9.660538e-11,0.0
4.5907647e-10,0.0
1.220985e-05,0.0
8.717204e-11,0.0
5.3710925e-09,0.0
3.047883e-10,0.0
3.5234254e-07,0.0
1.2490807e-06,0.0
4.2539457e-12,0.0
8.713509e-16,0.0
8.8617646e-18,0.0
1.2486287e-15,0.0
5.4620623e-15,0.0
3.2230798e-08,0.0
1.4598062e-11,0.0
7.394064e-18,0.0
4.318242e-08,0.0
1.161269e-05,0.0
1.561786e-10,0.0
1.678837e-10,0.0
2.3923134e-08,0.0
1.2625716e-07,0.0
5.136926e-09,0.0
5.168241e-15,0.0
1.8621179e-17,0.0
3.2942191e-15,0.0
1.6790036e-10,0.0
1.2175178e-10,0.0
4.9312974e-11,0.0
2.6707581e-12,0.0
5.3052202e-12,0.0
8.644323e-14,0.0
3.697447e-14,0.0
2.8636156e-13,0.0
9.0346415e-09,0.0
3.429943e-08,0.0
8.886962e-08,0.0
4.2621163e-12,0.0
2.6977434e-09,0.0
0.99999964,1.0
0.9999988,1.0
0.99961096,1.0
0.9999995,1.0
1.0,1.0
0.99999964,1.0
0.9999999,1.0
0.99992967,1.0
0.9999801,1.0
0.9999833,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.9999993,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.99999917,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.99999905,1.0
0.99999905,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.9996032,1.0
0.9999995,1.0
0.99135685,1.0
3.5163896e-07,0.0
0.9998783,1.0
4.85148e-09,0.0
7.22042e-08,0.0
5.7683152e-08,0.0
0.0018044139,0.0
0.0022645677,0.0
5.205666e-07,0.0
5.2068874e-05,0.0
7.4984123e-06,0.0
0.00041512935,0.0
0.00021433279,0.0
0.99929667,1.0
3.147378e-06,0.0
0.00011559493,0.0
7.920253e-07,0.0
0.004014167,0.0
3.1983946e-05,0.0
1.1997935e-06,0.0
0.0030784928,0.0
1.0,1.0
0.99999475,1.0
0.9999989,1.0
0.99999905,1.0
0.99970907,1.0
0.99999857,1.0
0.9999999,1.0
0.9973761,1.0
0.9999989,1.0
0.9999846,1.0
0.9998084,1.0
1.0,1.0
1.0,1.0
0.9999236,1.0
0.99893147,1.0
4.1955707e-07,0.0
3.2987502e-09,0.0
1.4874737e-08,0.0
1.9528499e-09,0.0
3.1776892e-08,0.0
2.823553e-05,0.0
2.0742965e-11,0.0
6.329266e-05,0.0
3.2733746e-07,0.0
3.2659096e-07,0.0
0.99986804,1.0
2.8384113e-09,0.0
5.917413e-14,0.0
4.392942e-08,0.0
9.862219e-08,0.0
3.5202214e-07,0.0
0.0020701627,0.0
0.9999409,1.0
0.9999993,1.0
0.9999969,1.0
0.99999964,1.0
0.9999906,1.0
0.99999166,1.0
0.9991786,1.0
0.9999896,1.0
0.9999999,1.0
1.0,1.0
1.0,1.0
0.99999475,1.0
1.0,1.0
0.9999589,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.99999964,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.99958664,1.0
0.99998033,1.0
0.98261744,1.0
0.99997663,1.0
0.9999994,1.0
0.9999999,1.0
0.99999464,1.0
0.9999999,1.0
0.9988142,1.0
0.99067783,1.0
0.99999774,1.0
0.9959258,1.0
0.0023978348,0.0
0.000134724,0.0
3.207271e-07,0.0
6.827543e-08,0.0
0.0029324032,0.0
1.9908231e-07,0.0
0.00045941758,0.0
0.001594234,0.0
0.0014641002,0.0
0.9999604,1.0
2.3382142e-06,0.0
7.1821504e-09,0.0
2.6248835e-11,0.0
2.3294157e-11,0.0
3.271124e-10,0.0
5.2245528e-06,0.0
3.1610045e-06,0.0
5.247185e-07,0.0
0.99999785,1.0
0.99164736,1.0
0.9999131,1.0
0.999992,1.0
0.9999938,1.0
1.0,1.0
1.0,1.0
0.9999933,1.0
0.9999989,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.99996626,1.0
1.0,1.0
0.9999994,1.0
1.0,1.0
1.5218777e-07,0.0
2.3743534e-07,0.0
5.068588e-05,0.0
1.0,1.0
7.321112e-07,0.0
1.9994367e-11,0.0
5.0970977e-12,0.0
6.1063904e-11,0.0
1.5827319e-11,0.0
0.00029719473,0.0
2.1753661e-11,0.0
6.382141e-05,0.0
5.6048448e-05,0.0
1.0717602e-06,0.0
0.9999987,1.0
0.00010137605,0.0
1.4595666e-05,0.0
3.641389e-09,0.0
2.5479022e-07,0.0
0.0004371291,0.0
4.8008e-06,0.0
8.091221e-07,0.0
4.1467613e-10,0.0
1.571451e-08,0.0
3.5168072e-05,0.0
0.9301844,1.0
5.827028e-07,0.0
2.851591e-10,0.0
4.6892097e-07,0.0
2.1350106e-09,0.0
3.1467093e-10,0.0
3.3497074e-09,0.0
3.0382391e-12,0.0
5.1933506e-11,0.0
2.6689768e-06,0.0
1.2968596e-05,0.0
0.99998736,1.0
2.2116664e-09,0.0
2.1014377e-05,0.0
1.1685512e-05,0.0
1.4723295e-06,0.0
4.994529e-05,0.0
0.001499016,0.0
1.5059617e-06,0.0
1.4030247e-08,0.0
4.3911978e-06,0.0
0.9998925,1.0
0.9999995,1.0
0.9999957,1.0
0.9999999,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.9999987,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.99998474,1.0
0.99999964,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.9999993,1.0
0.9999975,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.99999917,1.0
0.9998265,1.0
0.9999995,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.99995327,1.0
3.2110463e-06,0.0
4.063327e-05,0.0
0.001887652,0.0
0.001274418,0.0
5.4347474e-06,0.0
3.0662852e-06,0.0
1.07297095e-10,0.0
4.945835e-07,0.0
